model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Make
Tiguan,2019,19798,Manual,16495,Petrol,145,40.9,1.5,vw
Octavia,2019,13990,Manual,14122,Diesel,150,67.3,1.6,skoda
A4,2016,14495,Automatic,53500,Diesel,20,70.6,2,audi
Verso,2016,11691,Manual,19417,Petrol,200,41.5,1.6,toyota
Kuga,2017,11608,Manual,52685,Diesel,145,54.3,2,Ford
4 Series,2016,11250,Manual,97706,Diesel,30,62.8,2,BMW
Yaris,2015,10395,Automatic,42321,Hybrid,0,78,1.5,toyota
Golf,2013,9000,Manual,22400,Diesel,0,68.9,1.6,vw
Ka+,2019,12680,Manual,494,Petrol,145,43.5,1.2,Ford
Polo,2010,3990,Manual,73000,Petrol,125,51.4,1.2,vw
EcoSport,2018,14595,Semi-Auto,22357,Petrol,145,48.7,1,Ford
X1,2015,15881,Semi-Auto,21992,Diesel,160,52.3,2,BMW
Polo,2020,14991,Manual,3611,Petrol,145,47.9,1,vw
A5,2014,12743,Automatic,58953,Diesel,125,58.9,2,audi
5 Series,2016,13465,Semi-Auto,71203,Diesel,125,60.1,2,BMW
A5,2016,19990,Manual,17700,Diesel,165,53.3,2,audi
Mondeo,2017,12950,Semi-Auto,30191,Diesel,125,58.9,2,Ford
Polo,2020,16990,Manual,1,Petrol,150,50.4,1,vw
Kodiaq,2019,29295,Automatic,3300,Diesel,150,37.2,2,skoda
I10,2019,7698,Manual,3655,Petrol,150,60.1,1,Hyundai
Q7,2017,50000,Automatic,17927,Diesel,145,39.2,4,audi
3 Series,2020,30940,Semi-Auto,1586,Diesel,150,50.4,2,BMW
Kuga,2018,13998,Manual,30448,Diesel,145,64.2,1.5,Ford
Fabia,2019,8990,Manual,4260,Petrol,145,57.7,1,skoda
1 Series,2017,13990,Manual,34249,Petrol,150,53.3,1.5,BMW
Kuga,2019,22000,Manual,153,Diesel,145,47.9,2,Ford
Fiesta,2015,7670,Manual,36626,Petrol,0,65.7,1,Ford
A4,2017,18298,Manual,20637,Diesel,30,67.3,2,audi
Focus,2016,10498,Manual,16192,Diesel,0,74.3,1.5,Ford
A4,2019,26588,Semi-Auto,5130,Petrol,145,38.7,2,audi
3 Series,2019,26480,Semi-Auto,6018,Diesel,150,52.3,2,BMW
Passat,2016,11200,Manual,45818,Diesel,20,67.3,2,vw
Fiesta,2015,9299,Automatic,20966,Petrol,0,57.7,1,Ford
Karoq,2019,18000,Manual,7985,Diesel,145,62.8,1.6,skoda
Q5,2015,16490,Manual,53894,Diesel,165,49.6,2,audi
4 Series,2016,13300,Automatic,83259,Diesel,30,65.7,2,BMW
2 Series,2017,15999,Manual,24216,Diesel,30,64.2,2,BMW
4 Series,2020,30403,Semi-Auto,2882,Petrol,145,41.5,3,BMW
3 Series,2017,18000,Semi-Auto,33000,Diesel,145,60.1,2,BMW
A1,2019,25888,Semi-Auto,14,Petrol,145,40.4,2,audi
EcoSport,2019,15495,Manual,8963,Diesel,145,67.3,1.5,Ford
Kuga,2018,15199,Manual,23500,Diesel,145,60.1,2,Ford
Q3,2019,26000,Manual,2000,Diesel,145,42.8,2,audi
Golf,2015,15995,Manual,26832,Petrol,150,47.1,2,vw
Fiesta,2018,9298,Manual,19448,Petrol,145,64.2,1.1,Ford
Auris,2017,18395,Automatic,18132,Hybrid,0,70.6,1.8,toyota
KA,2017,8000,Manual,12950,Petrol,145,57.7,1.2,Ford
TT,2019,30000,Semi-Auto,4307,Petrol,145,34.9,2,audi
A5,2017,22146,Semi-Auto,13606,Diesel,145,61.4,3,audi
TT,2015,15699,Manual,20517,Diesel,20,67.3,2,audi
Focus,2017,13500,Semi-Auto,8863,Petrol,125,51.4,1,Ford
Polo,2018,13907,Manual,6825,Petrol,145,49.6,1,vw
Fabia,2017,9990,Manual,23744,Petrol,145,64.2,1,skoda
2 Series,2018,19995,Semi-Auto,26101,Diesel,150,60.1,2,BMW
Yeti,2016,10995,Automatic,21000,Petrol,125,51.4,1.2,skoda
Tiguan,2020,33860,Manual,145,Diesel,145,42.8,2,vw
Kuga,2014,9990,Manual,61590,Diesel,160,47.9,2,Ford
Aygo,2019,10000,Manual,1542,Petrol,145,57.7,1,toyota
Up,2016,5490,Manual,38000,Petrol,20,64.2,1,vw
Tiguan Allspace,2019,26980,Automatic,9626,Diesel,145,39.2,2,vw
Yeti,2013,6995,Manual,58077,Diesel,200,46.3,2,skoda
Polo,2016,11580,Semi-Auto,7789,Petrol,20,60.1,1.2,vw
Kuga,2018,18430,Automatic,13733,Petrol,145,38.2,1.5,Ford
Auris,2018,17495,Automatic,22032,Hybrid,135,65.6,1.8,toyota
Sharan,2019,25990,Semi-Auto,4538,Diesel,145,41.5,2,vw
Q2,2017,18327,Semi-Auto,31000,Petrol,145,54.3,1.4,audi
Kuga,2019,25925,Manual,5891,Diesel,145,37.7,2,Ford
6 Series,2008,8490,Automatic,72000,Diesel,260,40.9,3,BMW
Golf,2020,32990,Semi-Auto,6000,Petrol,145,32.8,2,vw
Golf,2019,18006,Semi-Auto,15342,Petrol,145,47.1,1.5,vw
3 Series,2016,13699,Automatic,72111,Diesel,30,62.8,2,BMW
Tourneo Connect,2017,10998,Manual,16310,Petrol,125,50.4,1,Ford
A8,2013,19061,Semi-Auto,37206,Petrol,325,29.7,4,audi
EcoSport,2017,10000,Manual,24026,Petrol,125,52.3,1,Ford
I10,2018,7518,Manual,10512,Petrol,145,60.1,1,Hyundai
Yaris,2017,12690,Automatic,30183,Hybrid,0,78,1.5,toyota
RAV4,2013,8990,Manual,70400,Diesel,160,49.6,2.2,toyota
Golf,2014,6300,Manual,73488,Diesel,0,88.3,1.6,vw
Kona,2018,14579,Manual,8093,Petrol,150,54.3,1,Hyundai
Golf,2017,19395,Manual,21466,Diesel,145,60.1,2,vw
A3,2015,16750,Semi-Auto,29000,Petrol,30,58.9,1.4,audi
Yaris,2013,8995,Automatic,34989,Hybrid,0,76.3,1.5,toyota
Octavia,2019,13798,Semi-Auto,12311,Diesel,145,72.4,1.6,skoda
4 Series,2013,16990,Automatic,47770,Petrol,165,44.1,2,BMW
Tiguan,2018,19390,Manual,12755,Petrol,145,48.7,1.4,vw
Focus,2019,15440,Manual,5684,Petrol,145,60.1,1,Ford
Fiesta,2018,12500,Automatic,7047,Petrol,145,48.7,1,Ford
Touareg,2015,18191,Semi-Auto,65987,Diesel,235,42.8,3,vw
A6,2019,30985,Automatic,4445,Diesel,145,47.9,2,audi
Superb,2018,18000,Semi-Auto,19117,Diesel,145,62.8,2,skoda
Tiguan,2018,19995,Manual,3283,Petrol,150,46.3,1.4,vw
Fiesta,2014,5995,Manual,58769,Petrol,0,65.7,1,Ford
Golf,2013,8498,Manual,36112,Petrol,125,53.3,1.4,vw
Fiesta,2019,16699,Semi-Auto,7147,Petrol,145,48.7,1,Ford
Fabia,2017,11290,Manual,15282,Petrol,150,64.2,1,skoda
Q7,2016,42996,Semi-Auto,44071,Diesel,300,39.2,4,audi
Focus,2016,14998,Manual,9054,Diesel,20,67.3,2,Ford
Aygo,2019,9790,Manual,6546,Petrol,145,57.7,1,toyota
Kuga,2018,17199,Semi-Auto,26000,Diesel,145,54.3,2,Ford
Fiesta,2018,12500,Manual,9131,Petrol,145,58.9,1,Ford
2 Series,2015,15995,Manual,19361,Diesel,30,64.2,2,BMW
Golf,2018,15995,Manual,21485,Petrol,150,55.4,1.5,vw
A3,2017,16436,Semi-Auto,48575,Petrol,145,49.6,2,audi
A5,2016,18299,Automatic,26498,Diesel,145,56.5,2,audi
Fiesta,2017,10998,Manual,13548,Petrol,0,65.7,1,Ford
Mondeo,2016,11501,Manual,48401,Diesel,30,64.2,2,Ford
I30,2017,9499,Manual,18539,Diesel,145,78.4,1.6,Hyundai
Grand C-MAX,2019,16995,Automatic,7000,Diesel,145,51.4,1.5,Ford
Passat,2020,20998,Semi-Auto,15,Diesel,145,49.6,1.6,vw
Focus,2018,18495,Manual,16437,Petrol,145,41.5,2,Ford
Focus,2015,7600,Semi-Auto,31816,Petrol,160,44.8,1.6,Ford
Karoq,2019,22495,Automatic,5257,Petrol,145,50.4,1.5,skoda
Yaris,2015,9995,Automatic,23188,Hybrid,0,86,1.5,toyota
Auris,2014,11791,Automatic,32444,Hybrid,0,72.4,1.8,toyota
Auris,2016,15911,Automatic,31348,Hybrid,0,70.6,1.8,toyota
Focus,2016,14499,Manual,41148,Petrol,200,41.5,2,Ford
5 Series,2010,11999,Automatic,55000,Petrol,555,27.2,4.4,BMW
Tiguan,2017,18700,Manual,19545,Diesel,125,58.9,2,vw
Fiesta,2018,11899,Manual,13950,Petrol,150,65.7,1,Ford
Tiguan,2017,19000,Semi-Auto,33872,Diesel,145,49.6,2,vw
TT,2016,17000,Manual,9360,Petrol,160,46.3,1.8,audi
Santa Fe,2019,29290,Semi-Auto,4721,Diesel,145,39.8,2.2,Hyundai
Focus,2015,13999,Manual,30367,Petrol,200,41.5,2,Ford
Yaris,2014,9650,Automatic,46510,Hybrid,0,78,1.5,toyota
2 Series,2019,20980,Manual,1000,Petrol,145,52.3,1.5,BMW
Auris,2015,11995,Automatic,11270,Hybrid,0,74.3,1.8,toyota
Touran,2017,19995,Semi-Auto,10031,Diesel,150,58.9,2,vw
Fiesta,2016,7760,Manual,38914,Petrol,0,65.7,1,Ford
A4,2016,10799,Manual,92064,Diesel,20,70.6,2,audi
Sharan,2019,22990,Semi-Auto,9277,Diesel,145,41.5,2,vw
Fiesta,2017,8700,Manual,21218,Petrol,150,54.3,1.2,Ford
T-Roc,2018,17995,Manual,14337,Petrol,145,53.3,1.5,vw
Octavia,2017,13950,Semi-Auto,12679,Petrol,145,57.7,1.4,skoda
Polo,2019,20990,Semi-Auto,3194,Petrol,145,39.8,2,vw
Kuga,2019,22599,Manual,5866,Diesel,150,37.7,2,Ford
Golf SV,2019,18391,Semi-Auto,6591,Petrol,150,45.6,1.5,vw
1 Series,2019,33400,Semi-Auto,3450,Petrol,145,34.5,2,BMW
Yaris,2020,15885,Manual,413,Petrol,145,47.9,1.5,toyota
Focus,2015,9610,Manual,50332,Petrol,125,51.4,1.5,Ford
Golf,2019,17298,Manual,7785,Petrol,145,47.1,1.5,vw
Golf,2019,20495,Manual,2869,Petrol,145,45.6,1.5,vw
A3,2019,18530,Semi-Auto,9961,Diesel,145,52.3,1.6,audi
Passat,2020,31790,Semi-Auto,3500,Diesel,145,48.7,2,vw
A1,2019,23290,Automatic,5000,Petrol,145,40.9,2,audi
Kuga,2019,19499,Manual,8987,Diesel,145,38.2,2,Ford
Fiesta,2017,8755,Manual,30791,Petrol,145,64.2,1.1,Ford
I40,2014,7880,Manual,66600,Diesel,150,55.4,1.7,Hyundai
Focus,2018,15500,Manual,3023,Diesel,145,74.3,1.5,Ford
A5,2015,16990,Semi-Auto,49112,Diesel,200,44.8,3,audi
Caravelle,2019,43194,Semi-Auto,9893,Diesel,145,32.8,2,vw
5 Series,2017,22350,Automatic,30141,Diesel,145,60.1,2,BMW
Golf,2017,14380,Automatic,25585,Diesel,145,72.4,1.6,vw
Tiguan,2016,11541,Manual,57240,Diesel,125,56.5,2,vw
Mondeo,2019,19500,Manual,27,Diesel,145,65.7,2,Ford
Tiguan,2017,15950,Manual,45142,Diesel,125,58.9,2,vw
RS3,2015,27790,Automatic,27000,Petrol,300,34.9,2.5,audi
2 Series,2019,21950,Manual,10,Diesel,145,64.2,2,BMW
2 Series,2020,23990,Semi-Auto,105,Diesel,145,47.1,2,BMW
I30,2019,13990,Manual,6175,Petrol,145,44.8,1,Hyundai
Auris,2017,9998,Manual,14425,Petrol,30,58.9,1.2,toyota
Focus,2015,10490,Manual,50000,Diesel,20,67.3,2,Ford
Golf,2019,17298,Manual,7371,Petrol,145,47.1,1.5,vw
6 Series,2019,34442,Semi-Auto,16935,Diesel,145,47.9,3,BMW
Fiesta,2018,9700,Manual,8335,Petrol,145,65.7,1,Ford
M4,2019,39275,Semi-Auto,8787,Petrol,145,34,3,BMW
A3,2013,7699,Manual,60028,Diesel,0,74.3,1.6,audi
1 Series,2015,10998,Manual,42410,Diesel,30,65.7,2,BMW
Aygo,2019,10000,Manual,4883,Petrol,145,56.5,1,toyota
A3,2019,23990,Manual,1639,Diesel,145,52.3,1.6,audi
Focus,2018,17970,Manual,19254,Petrol,150,41.5,2,Ford
Q2,2019,23998,Semi-Auto,24,Diesel,145,47.9,2,audi
2 Series,2018,20595,Semi-Auto,5500,Petrol,145,38.2,2,BMW
1 Series,2017,15280,Automatic,14709,Diesel,145,72.4,1.5,BMW
3 Series,2017,17540,Automatic,35630,Diesel,145,62.8,2,BMW
Fabia,2017,8390,Manual,42000,Petrol,145,64.2,1,skoda
2 Series,2020,22980,Manual,10,Petrol,145,47.1,1.5,BMW
S-MAX,2006,3875,Manual,120000,Diesel,210,44.1,2,Ford
M4,2019,44980,Semi-Auto,9244,Petrol,145,32.5,3,BMW
Polo,2019,15874,Manual,3130,Petrol,145,51.4,1,vw
Fabia,2019,12590,Manual,7722,Petrol,145,61.4,1,skoda
Polo,2016,10500,Manual,16600,Petrol,20,60.1,1.2,vw
EcoSport,2018,14995,Semi-Auto,14902,Petrol,145,45.6,1,Ford
I10,2018,6865,Manual,30360,Petrol,145,60.1,1,Hyundai
Yaris,2017,11000,Manual,13070,Petrol,145,56.5,1.5,toyota
Corolla,2019,21991,Automatic,5000,Hybrid,135,78.5,1.8,toyota
A3,2019,19495,Manual,3265,Petrol,145,47.1,1,audi
2 Series,2019,26481,Manual,2033,Petrol,145,52.3,1.5,BMW
Hilux,2016,11292,Manual,51840,Diesel,260,38.7,2.5,toyota
Aygo,2017,8000,Automatic,10563,Petrol,0,67,1,toyota
Fiesta,2015,6698,Manual,25409,Petrol,125,54.3,1.2,Ford
Galaxy,2017,19840,Semi-Auto,28613,Diesel,145,52.3,2,Ford
I10,2020,13995,Manual,3000,Petrol,145,56.5,1,Hyundai
A3,2019,21500,Semi-Auto,14216,Petrol,145,42.2,1.5,audi
A1,2019,21790,Semi-Auto,4454,Petrol,150,40.9,2,audi
S-MAX,2017,18000,Manual,32493,Diesel,145,56.5,2,Ford
I10,2017,7999,Manual,10500,Petrol,145,57.7,1.2,Hyundai
Rapid,2015,7900,Manual,37657,Diesel,0,67.3,1.6,skoda
X5,2017,51990,Automatic,10,Diesel,200,47.1,3,BMW
A3,2017,22689,Semi-Auto,28151,Petrol,160,43.5,2,audi
Golf,2017,12950,Manual,25000,Petrol,150,54.3,1.4,vw
5 Series,2019,28990,Semi-Auto,5000,Petrol,145,48.7,2,BMW
Rapid,2014,5595,Manual,69000,Petrol,125,52.3,1.2,skoda
Verso,2016,11295,Manual,37305,Diesel,30,62.8,1.6,toyota
A3,2015,10999,Manual,55443,Petrol,30,56.5,1.4,audi
Tucson,2016,8698,Manual,81050,Petrol,160,44.8,1.6,Hyundai
Polo,2020,16990,Manual,10,Petrol,145,52.3,1,vw
A5,2019,25800,Automatic,2383,Petrol,145,39.8,2,audi
3 Series,2016,16999,Automatic,23157,Hybrid,0,134.5,2,BMW
T-Cross,2019,19850,Manual,1000,Diesel,145,52.3,1.6,vw
Yeti,2016,12995,Semi-Auto,33800,Petrol,125,51.4,1.2,skoda
Focus,2014,7950,Semi-Auto,29479,Petrol,160,44.8,1.6,Ford
Fiesta,2017,11200,Manual,23435,Petrol,150,65.7,1,Ford
Q2,2019,21032,Manual,1782,Diesel,150,49.6,1.6,audi
RAV4,2016,22000,Automatic,37713,Hybrid,20,55.4,2.5,toyota
Up,2019,10995,Manual,2350,Petrol,145,51.4,1,vw
A6,2015,22995,Semi-Auto,65866,Petrol,325,30.7,4,audi
1 Series,2017,21498,Semi-Auto,23699,Petrol,200,39.8,3,BMW
Avensis,2016,10275,Manual,40312,Diesel,200,46.3,1.6,toyota
A4,2017,17499,Automatic,58097,Diesel,145,62.8,2,audi
Polo,2019,14695,Semi-Auto,10641,Petrol,145,45.6,1,vw
Citigo,2013,3995,Automatic,87000,Petrol,20,64.2,1,skoda
Polo,2019,11495,Manual,4303,Petrol,150,48.7,1,vw
2 Series,2019,21550,Automatic,6498,Diesel,150,67.3,2,BMW
Q2,2019,20995,Manual,2085,Diesel,145,49.6,1.6,audi
Golf,2016,10972,Manual,34013,Diesel,0,74.3,1.6,vw
A1,2015,10850,Manual,37634,Petrol,0,67.3,1,audi
Octavia,2017,13200,Automatic,23100,Diesel,145,62.8,2,skoda
X4,2019,41530,Automatic,4000,Diesel,145,37.2,3,BMW
Yaris,2017,8499,Manual,29271,Petrol,30,58,1.3,toyota
Golf,2019,15990,Manual,100,Diesel,150,68.9,1.6,vw
Golf,2016,12491,Semi-Auto,52946,Petrol,0,65.7,1,vw
Octavia,2019,13995,Manual,13397,Diesel,150,67.3,1.6,skoda
Tiguan,2019,30890,Manual,4707,Diesel,150,42.8,2,vw
4 Series,2017,22995,Automatic,29989,Diesel,150,49.6,3,BMW
Octavia,2019,14150,Manual,13691,Petrol,145,58.9,1,skoda
Tiguan,2017,19399,Manual,39443,Diesel,125,58.9,2,vw
Fiesta,2015,6498,Manual,39167,Petrol,0,65.7,1,Ford
Citigo,2016,6650,Manual,24602,Petrol,0,67.3,1,skoda
Kodiaq,2019,27890,Manual,4508,Diesel,150,52.3,2,skoda
Z4,2011,12995,Manual,26000,Petrol,300,33.2,2.5,BMW
Scala,2020,19480,Automatic,100,Petrol,145,44.8,1.5,skoda
Fiesta,2017,8290,Manual,29274,Petrol,0,65.7,1,Ford
A3,2016,16755,Manual,21540,Petrol,30,57.6,1.4,audi
1 Series,2019,21000,Manual,1906,Petrol,145,44.1,1.5,BMW
Focus,2013,6291,Manual,46830,Diesel,20,67.3,1.6,Ford
Yaris,2017,14500,Automatic,7497,Hybrid,0,78,1.5,toyota
Golf,2019,14950,Manual,10600,Diesel,145,57.7,1.6,vw
X4,2019,42412,Semi-Auto,3414,Diesel,145,37.2,3,BMW
Yeti,2017,14400,Semi-Auto,10345,Petrol,125,51.4,1.2,skoda
Golf,2017,13990,Manual,11785,Petrol,150,65.7,1,vw
Fiesta,2017,7695,Manual,36440,Diesel,0,78.5,1.5,Ford
Focus,2018,19093,Manual,13746,Petrol,145,41.5,2,Ford
Passat,2016,9295,Manual,102130,Diesel,20,68.9,2,vw
5 Series,2018,29995,Semi-Auto,28399,Petrol,150,39.2,3,BMW
A1,2018,17490,Semi-Auto,4712,Petrol,145,56.5,1.4,audi
3 Series,2019,29480,Manual,2802,Diesel,145,54.3,2,BMW
Polo,2017,9750,Manual,27938,Petrol,150,58.9,1,vw
RS6,2017,54990,Automatic,39300,Petrol,145,29.4,4,audi
C-HR,2017,17695,Manual,19494,Petrol,145,47.1,1.2,toyota
A1,2017,13700,Semi-Auto,13552,Petrol,150,57.6,1.4,audi
Santa Fe,2019,32490,Semi-Auto,3960,Diesel,145,39.8,2.2,Hyundai
Fiesta,2014,7698,Manual,22384,Petrol,0,65.7,1,Ford
Golf SV,2019,20500,Automatic,5784,Petrol,145,42.8,1.5,vw
Polo,2019,16450,Manual,1093,Petrol,150,49.6,1,vw
A1,2019,21495,Semi-Auto,3846,Petrol,145,44.8,1.5,audi
Focus,2014,7491,Manual,31103,Petrol,30,56.5,1,Ford
Polo,2017,7998,Manual,42727,Petrol,20,58.9,1,vw
Aygo,2018,6995,Manual,20294,Petrol,150,69,1,toyota
Golf,2017,12450,Manual,38462,Diesel,0,74.3,1.6,vw
Focus,2016,9000,Manual,34475,Diesel,0,74.3,1.5,Ford
B-MAX,2013,6995,Manual,31472,Petrol,30,57.7,1,Ford
X1,2019,25680,Automatic,1768,Diesel,145,65.7,2,BMW
Fiesta,2018,12499,Manual,2650,Petrol,145,61.4,1,Ford
A4,2016,17495,Semi-Auto,41505,Diesel,20,67.3,2,audi
A4,2017,22995,Semi-Auto,19444,Diesel,125,57.6,2,audi
Citigo,2018,7990,Manual,11375,Petrol,145,64.2,1,skoda
Aygo,2017,7995,Manual,21303,Petrol,145,68.9,1,toyota
Aygo,2017,9791,Automatic,18228,Other,145,67.3,1,toyota
Focus,2019,17000,Automatic,7262,Diesel,145,54.3,1.5,Ford
Fabia,2016,6295,Manual,30344,Petrol,20,60.1,1,skoda
I40,2016,11600,Manual,17809,Diesel,30,65.7,1.7,Hyundai
Focus,2017,18000,Manual,8789,Petrol,145,41.5,2,Ford
B-MAX,2013,6498,Semi-Auto,33155,Petrol,160,44.1,1.6,Ford
Fiesta,2016,9991,Manual,38765,Petrol,145,47.9,1.6,Ford
Yaris,2017,10495,Manual,10360,Petrol,30,55,1.3,toyota
Fiesta,2017,9997,Manual,17855,Petrol,145,64.2,1.1,Ford
Golf,2017,12999,Manual,21748,Petrol,30,53.3,1.4,vw
1 Series,2019,22871,Manual,3000,Petrol,145,41.5,1.5,BMW
A1,2019,19500,Manual,4100,Petrol,150,47.9,1,audi
GT86,2019,23995,Manual,1557,Petrol,150,33.2,2,toyota
A3,2018,14990,Manual,14872,Petrol,145,48.7,1,audi
B-MAX,2016,8000,Manual,5811,Petrol,145,47.1,1.4,Ford
Citigo,2019,8790,Manual,3929,Petrol,145,67.3,1,skoda
X1,2019,25990,Semi-Auto,7333,Diesel,145,60.1,2,BMW
Kuga,2017,14900,Manual,8805,Petrol,145,45.6,1.5,Ford
T-Roc,2019,32990,Automatic,5195,Petrol,145,32.5,2,vw
Focus,2019,18998,Automatic,2411,Petrol,150,42.8,1,Ford
A6,2018,30990,Semi-Auto,30569,Diesel,145,50.4,3,audi
A4,2019,24798,Manual,6223,Petrol,145,38.7,2,audi
3 Series,2015,13000,Manual,61443,Petrol,200,39.8,2,BMW
Fiesta,2017,8950,Manual,26000,Petrol,0,65.7,1,Ford
Fiesta,2019,16399,Semi-Auto,7244,Petrol,145,48.7,1,Ford
2 Series,2018,19000,Semi-Auto,3764,Petrol,145,53.3,1.5,BMW
1 Series,2017,11500,Manual,23787,Diesel,0,83.1,1.5,BMW
3 Series,2017,16899,Automatic,24501,Diesel,30,64.2,2,BMW
Tucson,2017,15495,Automatic,13800,Diesel,145,57.6,1.7,Hyundai
3 Series,2020,32995,Manual,2356,Diesel,145,54.3,2,BMW
Sharan,2016,16500,Manual,39870,Diesel,125,56.5,2,vw
Fiesta,2014,8495,Manual,24803,Petrol,30,54.3,1.2,Ford
Golf,2019,28995,Semi-Auto,2588,Petrol,150,32.8,2,vw
Golf,2017,12392,Manual,28895,Diesel,0,74.3,1.6,vw
2 Series,2015,11495,Manual,41388,Diesel,20,74.3,1.5,BMW
Fabia,2018,10795,Manual,11216,Petrol,150,64.2,1,skoda
Kona,2019,24295,Automatic,1000,Hybrid,135,52.3,1.6,Hyundai
Octavia,2018,13995,Semi-Auto,20931,Petrol,150,57.7,1.5,skoda
Kuga,2013,9921,Automatic,49372,Diesel,200,45.6,2,Ford
Focus,2017,10399,Manual,38697,Petrol,145,61.4,1,Ford
Tucson,2019,19642,Semi-Auto,2837,Petrol,145,36.2,1.6,Hyundai
Tiguan,2016,11995,Manual,11000,Diesel,145,53.3,2,vw
Aygo,2017,7850,Manual,14086,Petrol,0,68.9,1,toyota
Q5,2019,32500,Automatic,175,Diesel,150,38.2,2,audi
Kodiaq,2019,32000,Manual,9147,Diesel,145,52.3,2,skoda
3 Series,2015,16276,Automatic,31238,Diesel,145,55.4,2,BMW
EcoSport,2015,8995,Manual,36000,Petrol,155,44.8,1.5,Ford
B-MAX,2018,11300,Manual,7834,Diesel,145,74.3,1.5,Ford
Golf SV,2016,12995,Manual,7020,Petrol,30,55.4,1.4,vw
Fiesta,2018,10000,Manual,10324,Petrol,145,64.2,1.1,Ford
Fiesta,2016,8966,Manual,12123,Petrol,0,65.7,1,Ford
Q2,2018,17498,Manual,21941,Diesel,145,64.2,1.6,audi
Tucson,2017,13495,Manual,25751,Petrol,145,44.8,1.6,Hyundai
Focus,2018,14300,Manual,18883,Diesel,145,80.7,1.5,Ford
Focus,2018,13999,Manual,10441,Diesel,150,74.3,1.5,Ford
RAV4,2016,15995,Manual,37531,Diesel,125,60.1,2,toyota
Tiguan,2018,23250,Manual,26000,Diesel,145,58.9,2,vw
2 Series,2015,13290,Automatic,27419,Diesel,30,55.4,2,BMW
Auris,2016,13499,Automatic,71329,Hybrid,0,70.6,1.8,toyota
Q2,2019,22995,Automatic,3800,Diesel,150,46.3,1.6,audi
1 Series,2014,12290,Manual,32014,Diesel,30,65.7,2,BMW
Focus,2017,10498,Manual,39539,Petrol,20,60.1,1,Ford
Mondeo,2017,15800,Semi-Auto,26723,Diesel,125,58.9,2,Ford
Polo,2018,11495,Manual,32000,Petrol,145,64.2,1,vw
Kuga,2017,17995,Semi-Auto,39061,Diesel,145,54.3,2,Ford
1 Series,2017,14698,Semi-Auto,24008,Petrol,145,55.5,1.5,BMW
A1,2017,13982,Manual,27079,Petrol,30,55.4,1.4,audi
Polo,2017,10161,Manual,27366,Petrol,145,60.1,1.2,vw
A4,2019,27000,Semi-Auto,4000,Petrol,145,38.7,2,audi
Octavia,2019,19698,Semi-Auto,10,Petrol,145,47.9,2,skoda
3 Series,2015,15998,Semi-Auto,47812,Diesel,160,51.4,3,BMW
Tucson,2019,22750,Automatic,2000,Hybrid,145,50.4,1.6,Hyundai
Auris,2018,17795,Automatic,25181,Hybrid,135,65.6,1.8,toyota
Q5,2019,33995,Semi-Auto,6412,Diesel,145,39.2,2,audi
T-Roc,2019,22990,Semi-Auto,2966,Petrol,145,39.8,1.5,vw
1 Series,2019,20875,Manual,12845,Petrol,150,44.1,1.5,BMW
1 Series,2016,17600,Semi-Auto,31179,Petrol,235,37.7,3,BMW
Golf,2019,20000,Manual,50,Diesel,145,62.8,2,vw
A3,2018,28995,Semi-Auto,9087,Petrol,145,43.5,2,audi
Yaris,2019,10995,Manual,4956,Petrol,145,47.9,1.5,toyota
Kuga,2019,18500,Manual,5286,Petrol,145,39.2,1.5,Ford
Fiesta,2016,7660,Manual,18839,Petrol,125,54.3,1.2,Ford
2 Series,2017,9800,Manual,51594,Diesel,0,74.3,1.5,BMW
Focus,2010,4799,Manual,41557,Petrol,200,42.8,1.6,Ford
Arteon,2019,27950,Automatic,1000,Petrol,145,47.1,2,vw
Fabia,2017,10290,Manual,22154,Petrol,145,58.9,1.2,skoda
Golf,2016,10750,Semi-Auto,45150,Diesel,20,58.9,1.6,vw
Yaris,2017,9195,Manual,15699,Petrol,30,58,1.3,toyota
Focus,2017,16399,Manual,16222,Diesel,145,67.3,2,Ford
Fiesta,2017,7713,Manual,12370,Petrol,125,54.3,1.2,Ford
KA,2008,1795,Manual,63000,Petrol,160,45.6,1.3,Ford
A6,2019,35399,Automatic,10727,Diesel,145,39.2,3,audi
Aygo,2019,9490,Manual,687,Petrol,145,56.5,1,toyota
Aygo,2015,6500,Manual,36000,Petrol,0,69,1,toyota
3 Series,2014,16800,Semi-Auto,50687,Diesel,160,52.3,3,BMW
Fiesta,2019,15710,Manual,1546,Petrol,145,58.9,1,Ford
Fiesta,2016,8262,Manual,31003,Petrol,0,65.7,1,Ford
Tiguan,2019,25798,Semi-Auto,3186,Diesel,145,39.8,2,vw
Yaris,2017,8898,Manual,16045,Petrol,30,58,1.3,toyota
Q2,2019,26508,Manual,15,Petrol,145,40.9,1.5,audi
Up,2020,11099,Manual,500,Petrol,145,51.4,1,vw
A3,2016,10275,Manual,69037,Diesel,20,68.9,2,audi
Focus,2018,12000,Manual,12775,Petrol,145,60.1,1,Ford
C-HR,2018,17498,Automatic,28414,Hybrid,135,74.3,1.8,toyota
Fiesta,2019,14000,Manual,1384,Petrol,145,48.7,1.1,Ford
5 Series,2012,9690,Automatic,71375,Diesel,125,57.6,2,BMW
Yaris,2019,12000,Manual,9070,Petrol,145,47.9,1.5,toyota
I10,2017,8499,Manual,11000,Petrol,150,60.1,1,Hyundai
